plot_id,site_id,date,moisture_mass_fraction_nir,moisture_mass_fraction_oven,above_ground_dry_yield,starch_mass_fraction,protein_mass_fraction,adf_mass_fraction,ndf_mass_fraction
19EF0834,EF,2019-09-17,0.734222222,,1.868602705,0.291611111,0.067388889,0.259388889,0.389611111
19EF0835,EF,2019-09-17,0.734585462,,2.638385776,0.289528487,0.069,0.262414538,0.391357564
19EF0836,EF,2019-09-18,0.783,,2.915707666,0.243,0.072,0.295,0.429550872
19EF0837,EF,2019-09-18,0.739769063,,2.332745806,0.296846405,0.067384532,0.262384532,0.380384532
19EF0838,EF,2019-09-18,0.734871038,,2.368885535,0.30453224,0.067,0.26,0.375064481
19EF0839,EF,2019-09-18,0.765383495,,2.359726101,0.262538835,0.07,0.278538835,0.408616505
19EF0840,EF,2019-09-18,0.736505641,,2.508659674,0.301988718,0.069,0.260022564,0.373528205
19EF0841,EF,2019-09-18,0.74852754,,2.00621881,0.296618115,0.070381885,0.262854345,0.37294492
19EF0842,EF,2019-09-18,0.766472195,,2.337374347,0.263174634,0.072353171,0.283119024,0.409531707
19EF0843,EF,2019-09-18,0.748467719,,1.711954897,0.29651076,0.07,0.262978479,0.372467719
19EF0844,EF,2019-09-18,0.753208406,,2.752087751,0.278180385,0.068402802,0.274014011,0.397416813
19EF0845,EF,2019-09-18,0.769728814,,1.326653237,0.265816949,0.072,0.281,0.398
19EF0846,EF,2019-09-17,0.734995579,,2.926722422,0.286986737,0.068,0.263013263,0.394030946
19EF0847,EF,2019-09-17,0.735362205,,1.969122125,0.288545932,0.068,0.261,0.390545932
19EF0848,EF,2019-09-17,0.718659953,,2.318674649,0.30092891,0.069,0.255035545,0.377035545
19EF0849,EF,2019-09-17,0.753386139,,2.675453166,0.281841584,0.07,0.271158416,0.391089109
19EF0850,EF,2019-09-17,0.749850184,,2.657632306,0.289616728,0.069,0.267766544,0.381682904
19EF0851,EF,2019-09-17,0.751371951,,2.388971842,0.293664634,0.069481707,0.266371951,0.37529878
19EF0852,EF,2019-09-16,0.732454545,,2.356513464,0.302181818,0.067636364,0.254454545,0.367272727
19EF0853,EF,2019-09-16,0.759873514,,2.168940359,0.27568973,0.071,0.273436757,0.39331027
19EF0854,EF,2019-09-16,0.751233825,,2.140094976,0.290021566,0.071,0.262489217,0.372606129
19EF0855,EF,2019-09-16,0.752323684,,2.757116651,0.286088596,0.068441228,0.274470175,0.390940351
19EF0856,EF,2019-09-16,0.753924565,,2.484589305,0.285417795,0.069417795,0.270746615,0.38449323
19EF0857,EF,2019-09-16,0.744,,2.577296841,0.292614937,0.066614937,0.268770126,0.391232784
19EF0858,EF,2019-09-16,0.733538553,,2.193450145,0.300384342,0.067461447,0.260154211,0.379077106
19EF0859,EF,2019-09-16,0.753,,2.351621271,0.285,0.07,0.271,0.39
19EF0860,EF,2019-09-16,0.765,,2.563225685,0.268,0.07,0.276,0.397
19EF0861,EF,2019-09-13,0.768464164,,2.649791127,0.246488055,0.076,0.291047782,0.395559727
19EF0862,EF,2019-09-13,0.766,,2.013063974,0.253,0.076,0.282,0.383
19EF0863,EF,2019-09-13,0.751,,1.704445723,0.26,0.077,0.284,0.388
19EF0864,EF,2019-09-13,0.769,,3.058704206,0.236,0.077,0.291,0.406
19EF0865,EF,2019-09-12,0.746505181,,0.955481324,0.308010363,0.069494819,0.264,0.366505181
19EF0866,EF,2019-09-12,0.764316901,,2.614403291,0.281852113,0.070485915,0.279774648,0.388690141
19EF0867,EF,2019-09-12,0.774,,2.434163593,0.269909338,0.071488667,0.287556664,0.399647325
19EF0868,EF,2019-09-12,0.770913402,,2.16988755,0.272913402,0.071,0.281803093,0.39643299
19EF0869,EF,2019-09-12,0.760185792,,2.571242631,0.281752277,0.067515483,0.272123862,0.387185792
19EF0870,EF,2019-09-12,0.764517751,,2.331642377,0.282940828,0.071494083,0.280047337,0.388106509
19EF0871,EF,2019-09-12,0.786,,2.19416298,0.246202857,0.073,0.298599048,0.420995238
19EF0872,EF,2019-09-12,0.759664938,,2.262350964,0.275669087,0.069,0.278665975,0.401664938
19EF0873,EF,2019-09-12,0.757,,1.9671008,0.282524729,0.071,0.278950543,0.394376357
19EF0874,EF,2019-09-12,0.762900245,,2.831544378,0.280399836,0.069300082,0.273699918,0.387899428
19EF0875,EF,2019-09-12,0.76,,2.233417698,0.286,0.071,0.27,0.382
19EF0876,EF,2019-09-10,0.779577631,,2.925101456,0.22,0.079,0.307,0.421155261
19EF0877,EF,2019-09-10,0.786500491,,2.124402854,0.198000981,0.078500491,0.318,0.444499509
19EF0878,EF,2019-09-10,0.755,,1.892380128,0.238752212,0.076,0.293716814,0.403371681
19EF0879,EF,2019-09-10,0.792451654,,3.18594027,0.18674173,0.077451654,0.318903308,0.459613232
19EF0880,EF,2019-09-09,0.777,,1.964161579,0.241780488,0.070390244,0.290609756,0.426829268
19EF0881,EF,2019-09-09,0.76,,1.919379952,0.254989011,0.069445665,0.281228327,0.41490232
19EF0882,EF,2019-09-10,0.768746514,,2.752693172,0.216871206,0.076,0.30840443,0.428511075
19EF0883,EF,2019-09-10,0.738830084,,1.831105661,0.246339833,0.073415042,0.287660167,0.398905292
19EF0884,EF,2019-09-10,0.758877907,,2.429867056,0.232366279,0.072877907,0.297438953,0.413438953
19EF0885,EF,2019-09-10,0.771728395,,2.166626088,0.225506173,0.078345679,0.302111111,0.414530864
19EF0886,EF,2019-09-12,0,,8.475894377,0,0,0,0
19EF0887,EF,2019-09-12,0.766,,2.152447518,0.266878981,0.073,0.283267516,0.403254777
19EF0888,EF,2019-09-12,0.766953642,,2.061751542,0.265108168,0.070507726,0.286922737,0.409860927
19EF0889,EF,2019-09-12,0.753,,1.84029439,0.285287025,0.070542595,0.274627785,0.389627785
19EF0890,EF,2019-09-12,0.789319231,,2.139557909,0.241226923,0.075386538,0.302,0.425453846
19EF0891,EF,2019-09-12,0.774,,1.975137276,0.263,0.070376536,0.287623464,0.405623464
19EF0892,EF,2019-09-12,0.776101205,,1.814661644,0.260740964,0.070449398,0.289607229,0.409113253
19EF0893,EF,2019-09-12,0.782327713,,2.017135919,0.254229715,0.072,0.290885142,0.409327713
19EF0894,EF,2019-09-12,0.776578652,,1.553354117,0.26,0.071,0.287314607,0.40747191
19EF0895,EF,2019-09-12,0.771642663,,1.641188991,0.276,0.071095109,0.279452446,0.386904891
19EF0896,EF,2019-09-12,0.786936737,,1.874559267,0.249147614,0.074978912,0.297405105,0.414320755
19EF0897,EF,2019-09-13,0.761,,1.960392345,0.248,0.077,0.284,0.395
19EF0898,EF,2019-09-13,0.751,,2.207755658,0.255,0.073,0.284,0.4
19EF0899,EF,2019-09-13,0.753,,1.538804483,0.262,0.076,0.282,0.382
19EF0900,EF,2019-09-13,0.756564293,,2.236864692,0.261435707,0.075435707,0.285,0.384
19EF0901,EF,2019-09-16,0.769,,2.212823618,0.264,0.07,0.277,0.4
19EF0902,EF,2019-09-16,0.743,,2.228496211,0.291,0.069,0.267,0.389
19EF0903,EF,2019-09-16,0.741,,2.35206069,0.311,0.067,0.25,0.366
19EF0904,EF,2019-09-16,0.747750365,,1.687279107,0.295249635,0.068375182,0.26450073,0.381251095
19EF0905,EF,2019-09-16,0.774704012,,2.906177167,0.254267979,0.07,0.282028009,0.411056018
19EF0906,EF,2019-09-16,0.746878788,,1.957580066,0.300121212,0.069,0.265409091,0.372939394
19EF0907,EF,2019-09-16,0.753940928,,2.2777892,0.280236287,0.068470464,0.270293249,0.392586498
19EF0908,EF,2019-09-16,0.75900551,,2.562717912,0.274501377,0.071,0.272997245,0.395997245
19EF0909,EF,2019-09-16,0.754131635,,2.2616186,0.284907643,0.07,0.267960722,0.385789809
19EF0910,EF,2019-09-17,0.759355717,,2.58954197,0.277740472,0.068451906,0.275355717,0.397807623
19EF0911,EF,2019-09-17,0.747562836,,2.294926521,0.293251343,0.069,0.267311493,0.380622986
19EF0912,EF,2019-09-17,0.748592105,,2.612079256,0.287960526,0.069,0.266815789,0.386631579
19EF0913,EF,2019-09-17,0.754430813,,1.680961246,0.275196862,0.072,0.26874465,0.393489301
19EF0914,EF,2019-09-17,0.756557357,,1.906500108,0.26865586,0.071,0.269,0.405458853
19EF0915,EF,2019-09-17,0.736433985,,2.105273502,0.289566015,0.068477995,0.261433985,0.389389976
19EF0916,EF,2019-09-18,0.751802446,,2.576300826,0.286746943,0.069,0.272802446,0.389253057
19EF0917,EF,2019-09-18,0.761210878,,2.443664797,0.26522042,0.068357824,0.276210878,0.402706107
19EF0918,EF,2019-09-18,0.73729697,,2.116337083,0.304648485,0.068351515,0.259054545,0.372
19EF0919,EF,2019-09-18,0.744104,,2.186438979,0.284656,0.070896,0.271896,0.39224
19EF0920,EF,2019-09-18,0.746757644,,2.183548582,0.286363533,0.069,0.270636467,0.389712344
19EF0921,EF,2019-09-18,0.749110196,,2.378855452,0.286555098,0.070555098,0.266444902,0.383224511
19EF0922,EF,2019-09-18,0.743159317,,1.763132503,0.282840683,0.07,0.268866287,0.39258606
19EF0923,EF,2019-09-18,0.750085607,,2.594121687,0.281828786,0.069542803,0.274714017,0.395342427
19EF0924,EF,2019-09-18,0.750165274,,2.627449138,0.282669452,0.067458682,0.272165274,0.394954503
19EF0925,EF,2019-09-18,0.744450139,,1.801684152,0.293549861,0.069450139,0.269,0.382099723
19EF0926,EF,2019-09-17,0.74053125,,2.270172613,0.281125,0.069,0.264,0.3958125
19EF0927,EF,2019-09-17,0.739,,2.439036255,0.285952978,0.069,0.258570533,0.385664577
19EF0928,EF,2019-09-17,0.74186049,,2.366932564,0.285430245,0.069,0.262569755,0.390709265
19EF0929,EF,2019-09-17,0.741931555,,2.17224088,0.293654292,0.069,0.265931555,0.381483759
19EF0930,EF,2019-09-17,0.730046703,,1.919047947,0.305243132,0.068476648,0.264093407,0.377756868
19EF0931,EF,2019-09-17,0.749080952,,2.058158076,0.287,0.068040476,0.270959524,0.391358333
19EF0932,EF,2019-09-16,0.758,,1.866845031,0.276513924,0.070621519,0.272864557,0.394350633
19EF0933,EF,2019-09-16,0.752585297,,2.563342863,0.278414703,0.069585297,0.273170594,0.396585297
19EF0934,EF,2019-09-16,0.749207529,,2.537114462,0.280012548,0.06840251,0.271779923,0.399157336
19EF0935,EF,2019-09-16,0.756030896,,2.313235625,0.288953656,0.068492276,0.270030896,0.379554068
19EF0936,EF,2019-09-16,0.763198925,,2.580558303,0.274774194,0.07,0.274569892,0.390139785
19EF0937,EF,2019-09-16,0.779860507,,2.373191836,0.253860507,0.072430254,0.285569746,0.414
19EF0938,EF,2019-09-16,0.74872922,,2.863377806,0.283179092,0.068183376,0.265908312,0.39127078
19EF0939,EF,2019-09-16,0.741,,2.407700835,0.299,0.069,0.263,0.382
19EF0941,EF,2019-09-13,0.758828802,,2.338516835,0.262427996,0.075,0.283200403,0.382943605
19EF0942,EF,2019-09-13,0.764083975,,2.990184217,0.244108629,0.075397535,0.283590139,0.392493837
19EF0943,EF,2019-09-13,0,,-0.175767395,0,0,0,0
19EF0944,EF,2019-09-13,0.756591837,,1.397585146,0.250755102,0.07644898,0.281346939,0.392346939
19EF0945,EF,2019-09-12,0.771007239,,2.162290492,0.275488108,0.071500517,0.283506722,0.392510858
19EF0946,EF,2019-09-12,0.773318673,,2.868709417,0.262826389,0.072,0.290927469,0.408782407
19EF0947,EF,2019-09-12,0.781353579,,1.968516704,0.256353579,0.073,0.293414317,0.411060738
19EF0948,EF,2019-09-12,0.78,,2.017223802,0.250705005,0.071470714,0.293353568,0.416177849
19EF0949,EF,2019-09-12,0.771171488,,3.244461048,0.268047521,0.071463499,0.285098485,0.402879477
19EF0950,EF,2019-09-12,0.774782755,,1.963897928,0.261445689,0.071,0.289445689,0.408217245
19EF0951,EF,2019-09-12,0.785362035,,3.213027979,0.245913894,0.071637965,0.295637965,0.422
19EF0952,EF,2019-09-12,0.764456635,,2.201144851,0.272,0.07,0.282456635,0.402086729
19EF0953,EF,2019-09-12,0.761248625,,2.119217716,0.270231023,0.069341034,0.282474147,0.404971397
19EF0954,EF,2019-09-12,0.773,,2.639996977,0.252123426,0.072374475,0.286374475,0.416876574
19EF0955,EF,2019-09-12,0.758,,2.145690238,0.277,0.073,0.277,0.393
19EF0956,EF,2019-09-10,0.780319431,,2.263132153,0.21856019,0.077,0.303879621,0.42
19EF0957,EF,2019-09-10,0.783144995,,2.26366922,0.203289991,0.077427502,0.311282507,0.439137512
19EF0958,EF,2019-09-10,0.760996727,,2.851943161,0.240006547,0.076,0.291998363,0.39999509
19EF0959,EF,2019-09-10,0.768358744,,2.017653456,0.215098655,0.07538565,0.308071749,0.431829596
19EF0960,EF,2019-09-09,0.77063012,,1.859003852,0.233283133,0.071,0.29063012,0.434260241
,EF,2019-09-09,0.75,,1.674672679,0.269,0.066,0.277,0.414
,EF,2019-09-09,0.782351598,,1.861767306,0.230885845,0.070940639,0.298821918,0.439054795
,EF,2019-09-16,0.771975871,,2.491590707,0.260024129,0.07067471,0.283650581,0.410301162
,EF,2019-09-16,0.751125628,,1.934456889,0.27281407,0.069437186,0.267934673,0.394683417
,EF,2019-09-16,0.759925701,,3.092119541,0.267378317,0.06938514,0.274466262,0.406932525
,EF,2019-09-17,0.767569643,,2.542006654,0.266151786,0.069430357,0.280708929,0.409696429
,EF,2019-09-17,0.764593005,,2.89178377,0.268703498,0.07,0.276296502,0.402593005
,EF,2019-09-17,0.752,,2.2400578,0.279966486,0.069,0.267,0.387457297
,EF,2019-09-17,0.760343272,,3.060998947,0.276125382,0.069468654,0.271874618,0.397811927
,EF,2019-09-17,0.761487825,,2.869373427,0.268040584,0.07,0.270471591,0.410935065
,EF,2019-09-10,0.777835804,,1.902564872,0.211695553,0.076367161,0.302937286,0.428671608
,EF,2019-09-17,0.756484318,,3.260094581,0.270327498,0.069484318,0.269094092,0.410282276
,EF,2019-09-17,0.74232799,,2.040581336,0.277770654,0.068442663,0.25832799,0.39767201
,EF,2019-09-18,0.761721805,,3.094580284,0.278909774,0.069338346,0.273398496,0.388766917
,EF,2019-09-18,0.771800331,,2.689602442,0.261199669,0.070400166,0.284400166,0.411
,EF,2019-09-18,0.764748148,,3.101220386,0.269453333,0.07,0.275647407,0.40282
,EF,2019-09-18,0.757751152,,2.053275648,0.267437788,0.069,0.273313364,0.400437788
,EF,2019-09-18,0.762789142,,2.94405504,0.268579072,0.069473643,0.273368214,0.400789142
,EF,2019-09-10,0.786,,2.187893943,0.203831901,0.077,0.31386724,0.440035339
,EF,2019-09-10,0.784956989,,2.343448087,0.208172043,0.077318996,0.308551971,0.433422939
,EF,2019-09-12,0.765457672,,1.731445548,0.246084656,0.069542328,0.288542328,0.427457672
,EF,2019-09-12,0.777704563,,2.806692821,0.245869296,0.071,0.292278422,0.426982985
,EF,2019-09-12,0.778900369,,2.340362393,0.254848708,0.070450185,0.291701107,0.412501845
,EF,2019-09-12,0.780263809,,2.602724524,0.254893652,0.071,0.292842539,0.414527617
,EF,2019-09-12,0.775962199,,1.909859219,0.251,0.0704811,0.289443299,0.416
,EF,2019-09-12,0.784652344,,2.153306825,0.242347656,0.072,0.296,0.426304688
,EF,2019-09-12,0.781714286,,1.95461155,0.249428571,0.072,0.293,0.417571429
,EF,2019-09-09,0.776359307,,2.017848753,0.235337662,0.069471861,0.29530303,0.437606061
,EF,2019-09-12,0.779316184,,2.010564171,0.249025723,0.071329046,0.293316184,0.42064523
,EF,2019-09-12,0.77574277,,1.438724481,0.264954338,0.070697108,0.282045662,0.392651446
,EF,2019-09-12,0.774922717,,1.876961421,0.261693208,0.071,0.285461358,0.403845433
,EF,2019-09-13,0.775558659,,1.961515303,0.237726257,0.076039106,0.291195531,0.404351955
,EF,2019-09-13,0.777086345,,2.168012697,0.232740964,0.076456827,0.293086345,0.412345382
,EF,2019-09-13,0.773330935,,1.84596777,0.23522542,0.075443645,0.288661871,0.401218225
,EF,2019-09-13,0.770167579,,2.049027936,0.243167579,0.076,0.28958379,0.40041621
,EF,2019-09-16,0.774,,2.195823005,0.253,0.071,0.288,0.414
,EF,2019-09-16,0.772,,2.063860751,0.259,0.071,0.284,0.408
,EF,2019-09-16,0.769098131,,1.930043174,0.250754673,0.07,0.284573598,0.418720794
,EF,2019-09-10,0.772411846,,1.613437272,0.207588154,0.076,0.303176309,0.432176309
,EF,2019-09-16,0.773585578,,2.544750579,0.249138141,0.070861859,0.28843093,0.42356907
,EF,2019-09-16,0.774918107,,2.415483425,0.261286624,0.07,0.286795268,0.409590537
,EF,2019-09-09,0.77431052,,1.738818014,0.225413181,0.071,0.290276299,0.442863118
,EF,2019-09-09,0.752949537,,2.868357882,0.265893188,0.067421362,0.269421362,0.399264087
,EF,2019-09-09,0.750169942,,2.110214519,0.268536416,0.067397688,0.262930636,0.391031214
,EF,2019-09-09,0.752521998,,2.032349563,0.248575505,0.068,0.284804994,0.42908799
,EF,2019-09-09,0.775446619,,2.464629941,0.226142349,0.071,0.290928826,0.441822064
,EF,2019-09-09,0.772093931,,3.08005018,0.227983382,0.069453035,0.290375723,0.443845376
,EF,2019-09-09,0.774892754,,2.275074571,0.22566087,0.071482126,0.291410628,0.44333913
,EF,2019-09-09,0.75699842,,3.004060076,0.251206951,0.069,0.282595577,0.423990521
,EF,2019-09-09,0.775110828,,3.44773604,0.22877707,0.07,0.291778344,0.443001274
,EF,2019-09-09,0.76,,1.85141656,0.267,0.068,0.268,0.396
,EF,2019-09-09,0.759034931,,2.89652949,0.253,0.068482535,0.282517465,0.422034931
,EF,2019-09-09,0.77,,2.578312386,0.224,0.069,0.287489547,0.439986063
,EF,2019-09-09,0.777488889,,1.564407934,0.226644444,0.071,0.290488889,0.438166667
,EF,2019-09-09,0.76654561,,2.674027498,0.22,0.068,0.29054561,0.45
,EF,2019-09-09,0.775458432,,2.769273896,0.223574822,0.069491686,0.293950119,0.446900238
,EF,2019-09-16,0.767,,2.825812408,0.264,0.07,0.28,0.403
,EF,2019-09-09,0.759826211,,2.469561193,0.245586895,0.069,0.287586895,0.431173789
,EF,2019-09-16,0.769,,2.127107719,0.262,0.07,0.281,0.405
,EF,2019-09-09,0.754413793,,2.920902569,0.263287356,0.067,0.273827586,0.404597701
,EF,2019-09-16,0.752,,2.501599683,0.286,0.068,0.263,0.375
,EF,2019-09-09,0.775744387,,2.535815736,0.219819516,0.070436097,0.297872193,0.45030829
,EF,2019-09-09,0.775100264,,2.496980907,0.226432718,0.069366755,0.292467018,0.444567282
,EF,2019-09-16,0.765528571,,2.564329113,0.266,0.069528571,0.281942857,0.4103
,EF,2019-09-16,0.753174408,,2.542778078,0.266868246,0.069,0.269174408,0.402131754
,EF,2019-09-16,0.758267265,,2.631940971,0.274155157,0.069577578,0.271422422,0.398422422
,EF,2019-09-16,0.760059301,,2.884216007,0.268528838,0.06958814,0.273823721,0.403883022
,EF,2019-09-17,0.759284192,,2.646724962,0.27628952,0.069,0.273284192,0.39571048
,EF,2019-09-17,0.749451741,,2.458800323,0.277193035,0.069,0.267903483,0.393903483
,EF,2019-09-17,0.756391459,,2.673773611,0.276206406,0.068402135,0.271402135,0.400391459
,EF,2019-09-17,0.754424066,,2.889606207,0.267031535,0.069,0.269120332,0.410088797
,EF,2019-09-12,0.785117586,,2.016462144,0.252,0.073,0.292558793,0.407558793
,EF,2019-09-17,0.753,,3.12825927,0.271898998,0.069,0.265840401,0.406101002
,EF,2019-09-17,0.740454719,,2.658608791,0.276090562,0.069,0.258454719,0.398909438
,EF,2019-09-18,0.7691059,,2.980643953,0.263261725,0.07,0.282632375,0.408791225
,EF,2019-09-18,0.767859676,,2.940061215,0.260745567,0.070535081,0.281324595,0.413114109
,EF,2019-09-18,0.770036165,,2.669975083,0.259373423,0.07,0.284554247,0.415180824
,EF,2019-09-18,0.760354805,,2.216075315,0.259935586,0.07,0.276,0.410709609
,EF,2019-09-18,0.763561083,,3.156118402,0.264755669,0.07,0.278,0.406244331
,EF,2019-09-16,0,,-0.019529711,0,0,0,0
,EF,2019-09-10,0.78137253,,2.160483994,0.203882411,0.077,0.311,0.438745059
,EF,2019-09-12,0.77,,2.185276961,0.259,0.07,0.285,0.414
,EF,2019-09-12,0.760749245,,2.319895256,0.255504532,0.069625378,0.279873112,0.416495468
,EF,2019-09-12,0.760014241,,2.962090728,0.273085443,0.06950712,0.279421677,0.399336234
,EF,2019-09-12,0.789102041,,0.201820029,0.216428571,0.071,0.308285714,0.461755102
,EF,2019-09-12,0.770711457,,1.582951394,0.268019802,0.071288543,0.291980198,0.405671853
,EF,2019-09-12,0.768249284,,2.369373778,0.261835721,0.069,0.282832856,0.404914995
,EF,2019-09-12,0.78153748,,2.675101632,0.25138756,0.07046252,0.29453748,0.42207496
,EF,2019-09-12,0.77777865,,2.764528176,0.24988697,0.071,0.29289011,0.42322449
,EF,2019-09-10,0.78124086,,0.993310373,0.207415054,0.075,0.308378495,0.434696774
,EF,2019-09-12,0.778531172,,2.601621096,0.257613466,0.070882793,0.288738155,0.410269327
,EF,2019-09-12,0.768814815,,2.194280158,0.260916667,0.069546296,0.282268519,0.405537037
,EF,2019-09-12,0.777974093,,2.51060288,0.259841105,0.071,0.289184801,0.410474957
,EF,2019-09-13,0.762792368,,2.063821692,0.250253648,0.075315376,0.278215488,0.387854097
,EF,2019-09-13,0.765,,1.85644546,0.25,0.075,0.282,0.391
,EF,2019-09-13,NA,,NA,NA,NA,NA,NA
,EF,2019-09-13,0.769795377,,2.625564521,0.249204623,0.075,0.285677226,0.393590753
,EF,2019-09-13,0,,10.96593247,0,0,0,0
,EF,2019-09-16,0.743,,3.22479463,0.305,0.07,0.256,0.369
,EF,2019-09-16,0,,11.10264045,0,0,0,0
,EF,2019-09-10,0.77017868,,2.210509348,0.208320812,0.075,0.300928934,0.430036548
,EF,2019-09-16,0.774405858,,2.632458509,0.254874477,0.071468619,0.284188285,0.416845188
,EF,2019-09-16,0.771649194,,2.764967595,0.256992742,0.07,0.285828226,0.418126613
,EF,2019-09-09,0.762347059,,2.761569425,0.228917647,0.067,0.284694118,0.441123529
,EF,2019-09-09,0.774099325,,2.287505231,0.221633558,0.070366442,0.293366442,0.451366442
,EF,2019-09-09,0.752559505,,3.12658948,0.268332303,0.067,0.269097372,0.397194745
,EF,2019-09-09,0.768890026,,2.647174146,0.234549872,0.069,0.287670077,0.437340153
,EF,2019-09-09,0.750497577,,3.016207556,0.273882068,0.067625202,0.264620355,0.387615509
,EF,2019-09-09,0.756998335,,2.849824187,0.262500416,0.068499584,0.275499584,0.406500416
,EF,2019-09-09,0.760966052,,2.406489993,0.24,0.068,0.281932105,0.428932105
