plot_id,row,range,y,x,z
001.01A,1,1,40.06193809,-88.20680603,604.84057
001.02A,1,2,40.06197958,-88.20680632,604.74928
001.03A,1,3,40.0620189,-88.20680601,604.63503
001.04A,1,4,40.06206292,-88.20680542,604.64347
001.05A,1,5,40.06210311,-88.20680511,604.57518
001.06A,1,6,40.06214476,-88.20680527,604.41992
001.07A,1,7,40.06218594,-88.20680581,604.49318
001.08A,1,8,40.06222755,-88.20680564,604.54313
001.09A,1,9,40.06226674,-88.20680502,604.63362
001.10A,1,10,40.06230829,-88.20680553,604.76654
001.11A,1,11,40.06235085,-88.20680605,604.74786
001.12A,1,12,40.06239307,-88.20680608,604.72799
001.13A,1,13,40.06243355,-88.20680612,604.71407
001.14A,1,14,40.06247368,-88.20680559,604.75109
001.15A,1,15,40.06251463,-88.20680537,604.75748
001.16A,1,16,40.06255613,-88.20680608,604.69141
001.17A,1,17,40.06259737,-88.20680579,604.71332
001.18A,1,18,40.06263854,-88.20680594,604.59153
001.19A,1,19,40.06267856,-88.20680555,604.42644
001.20A,1,20,40.06271971,-88.20680604,604.41601
001.21A,1,21,40.06276469,-88.20680592,604.30226
001.22A,1,22,40.06280323,-88.2068059,604.2242
001.23A,1,23,40.06284574,-88.20680599,604.26938
001.24A,1,24,40.0628857,-88.20680556,604.46383
001.25A,1,25,40.06292625,-88.20680552,604.39535
001.26A,1,26,40.06296753,-88.20680556,604.27838
005.01A,5,1,40.06193669,-88.20677177,604.72719
005.02A,5,2,40.0619767,-88.20677092,604.65314
005.03A,5,3,40.06201816,-88.20677097,604.55844
005.04A,5,4,40.06206065,-88.20677102,604.44739
005.05A,5,5,40.0621005,-88.20677103,604.60816
005.06A,5,6,40.06214108,-88.20677057,604.43442
005.07A,5,7,40.06218436,-88.20677088,604.43045
005.08A,5,8,40.06222413,-88.20677138,604.48193
005.09A,5,9,40.06226662,-88.20677078,604.61655
005.10A,5,10,40.0623058,-88.20677087,604.75809
005.11A,5,11,40.06234753,-88.20677083,604.7147
005.12A,5,12,40.0623884,-88.20677078,604.68074
005.13A,5,13,40.06242867,-88.20677078,604.78771
005.14A,5,14,40.06247067,-88.2067702,604.87045
005.15A,5,15,40.06251131,-88.20677092,604.82927
005.16A,5,16,40.06255355,-88.20677071,604.7588
005.17A,5,17,40.06259359,-88.20677108,604.71419
005.18A,5,18,40.06263575,-88.20677093,604.54112
005.19A,5,19,40.06267606,-88.20677101,604.4549
005.20A,5,20,40.0627215,-88.20677083,604.40728
005.21A,5,21,40.06276031,-88.20677019,604.31138
005.22A,5,22,40.06280133,-88.20677009,604.25436
005.23A,5,23,40.0628426,-88.20677018,604.3561
005.24A,5,24,40.06288232,-88.20677046,604.44798
005.25A,5,25,40.0629239,-88.20677024,604.39273
005.26A,5,26,40.06296934,-88.20677047,604.25007
009.01A,9,1,40.06193972,-88.20673483,604.77975
009.02A,9,2,40.06197992,-88.20673385,604.6715
009.03A,9,3,40.06202253,-88.20673408,604.56672
009.04A,9,4,40.06206277,-88.20673432,604.53403
009.05A,9,5,40.0621042,-88.20673429,604.38992
009.06A,9,6,40.06214513,-88.20673414,604.28085
009.07A,9,7,40.06218679,-88.20673447,604.18362
009.08A,9,8,40.06222663,-88.20673485,604.33767
009.09A,9,9,40.06226872,-88.20672152,604.5256
009.10A,9,10,40.06230851,-88.20673374,604.56576
009.11A,9,11,40.06234875,-88.20673402,604.56109
009.12A,9,12,40.06239058,-88.20673511,604.46711
009.13A,9,13,40.06243514,-88.20673407,604.55503
009.14A,9,14,40.06247298,-88.20673414,604.54711
009.15A,9,15,40.06251387,-88.20673464,604.56524
009.16A,9,16,40.06255647,-88.20673418,604.43392
009.17A,9,17,40.06259872,-88.20673469,604.45074
009.18A,9,18,40.06264133,-88.20673437,604.37414
009.19A,9,19,40.06268128,-88.20673445,604.20948
009.20A,9,20,40.0627219,-88.20673435,604.27141
009.21A,9,21,40.0627633,-88.20673407,604.19805
009.22A,9,22,40.06280486,-88.20673451,604.15118
009.23A,9,23,40.0628444,-88.2067344,604.27021
009.24A,9,24,40.06288462,-88.20673445,604.38515
009.25A,9,25,40.06292487,-88.20673363,604.33092
009.26A,9,26,40.06296908,-88.20673364,604.23565
013.01A,13,1,40.06193629,-88.20670029,604.56123
013.02A,13,2,40.061978,-88.20669934,604.45873
013.03A,13,3,40.06202039,-88.20669925,604.33914
013.04A,13,4,40.06205992,-88.20669928,604.34876
013.05A,13,5,40.0621016,-88.20669891,604.31617
013.06A,13,6,40.06214284,-88.20669889,604.26342
013.07A,13,7,40.06218419,-88.20669895,604.18628
013.08A,13,8,40.06222546,-88.20669878,604.33299
013.09A,13,9,40.06226612,-88.20669919,604.44847
013.10A,13,10,40.0623071,-88.20669888,604.6066
013.11A,13,11,40.06234769,-88.20669923,604.54896
013.12A,13,12,40.06239006,-88.20669893,604.51896
013.13A,13,13,40.0624306,-88.20669915,604.59238
013.14A,13,14,40.06247033,-88.20669892,604.60393
013.15A,13,15,40.06251392,-88.20669951,604.60359
013.16A,13,16,40.06255475,-88.20669917,604.43674
013.17A,13,17,40.06259352,-88.20669911,604.50026
013.18A,13,18,40.0626393,-88.20669889,604.28397
013.19A,13,19,40.06267672,-88.20669908,604.16712
013.20A,13,20,40.06271761,-88.20669874,604.25338
013.21A,13,21,40.06275905,-88.20669904,604.33617
013.22A,13,22,40.06280126,-88.20669975,604.22026
013.23A,13,23,40.06284147,-88.20669941,604.27541
013.24A,13,24,40.0628822,-88.20669946,604.29709
013.25A,13,25,40.06292298,-88.20669936,604.32199
013.26A,13,26,40.0629646,-88.20669916,604.07801
017.01A,17,1,40.06193962,-88.20666277,604.44101
017.02A,17,2,40.06198029,-88.20666226,604.33321
017.03A,17,3,40.06202069,-88.20666255,604.27988
017.04A,17,4,40.0620638,-88.206662,604.05628
017.05A,17,5,40.06210519,-88.20666209,604.25676
017.06A,17,6,40.06214558,-88.20666235,604.01597
017.07A,17,7,40.06218751,-88.20666245,604.12981
017.08A,17,8,40.06222791,-88.20666193,604.17408
017.09A,17,9,40.06226908,-88.20666296,604.16416
017.10A,17,10,40.06231,-88.20666261,604.3699
017.11A,17,11,40.06235022,-88.20666162,604.26895
017.12A,17,12,40.06239338,-88.20666176,604.35441
017.13A,17,13,40.06243304,-88.20666131,604.39488
017.14A,17,14,40.06247565,-88.20666208,604.40553
017.15A,17,15,40.06251526,-88.20666239,604.34247
017.16A,17,16,40.0625566,-88.2066627,604.28011
017.17A,17,17,40.06259817,-88.20666277,604.24865
017.18A,17,18,40.06263949,-88.20666275,604.12448
017.19A,17,19,40.06268117,-88.20666282,604.10415
017.20A,17,20,40.06272278,-88.20666287,604.17269
017.21A,17,21,40.06276308,-88.20666258,604.09622
017.22A,17,22,40.06280361,-88.20666274,604.09159
017.23A,17,23,40.06284642,-88.20666244,604.16803
017.24A,17,24,40.06288506,-88.20666165,604.33476
017.25A,17,25,40.06292679,-88.20666258,604.30719
017.26A,17,26,40.06296806,-88.20666213,604.04197
017.89A,17,89,40.06226919,-88.20666218,604.1421
021.01A,21,1,40.06193663,-88.20662774,604.36871
021.02A,21,2,40.06197891,-88.20662737,604.34768
021.03A,21,3,40.06202156,-88.20662749,604.19295
021.04A,21,4,40.06206086,-88.20662718,604.1975
021.05A,21,5,40.06210025,-88.20662784,604.10998
021.06A,21,6,40.06214153,-88.20662776,604.0839
021.07A,21,7,40.06218355,-88.2066277,604.01744
021.08A,21,8,40.06222762,-88.20662766,604.12671
021.09A,21,9,40.06226674,-88.20662799,604.28161
021.10A,21,10,40.06230707,-88.20662735,604.35673
021.11A,21,11,40.06234904,-88.20662755,604.33079
021.12A,21,12,40.0623898,-88.20662767,604.45006
021.13A,21,13,40.06243055,-88.20662801,604.47718
021.14A,21,14,40.06247225,-88.20662804,604.45031
