"TOA5","CR1000XSeries_1","CR1000X","8302","CR1000X.Std.02.00","CPU:LineQuantum.CR1X","16901","Quantum"
"TIMESTAMP","RECORD","BattV_Min","PanelT","PPF1_Avg","PPF2_Avg","PPF3_Avg","PPF4_Avg","PPF5_Avg","PPF_above_Avg"
"TS","RN","","","","","","","",""
"","","Min","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-08-20 13:30:27.5",129,13.32897,28.9101,980.6418,1222.591,1254.136,1339.126,783.6751,1386.474
"2020-08-20 13:30:28",130,13.32894,28.9104,1037.036,1289.863,1321.61,1408.236,816.1906,1457.528
"2020-08-20 13:30:28.5",131,13.32888,28.91061,1106.153,1367.079,1394.835,1488.621,854.1528,1532.804
"2020-08-20 13:30:29",132,13.32889,28.91083,1173.958,1440.025,1465.453,1559.264,884.7199,1602.191
"2020-08-20 13:30:29.5",133,13.32908,28.91113,1231.517,1500.855,1527.372,1623.622,914.2112,1656.883
"2020-08-20 13:30:30",134,13.3291,28.91153,1276.441,1553.99,1578.157,1671.281,936.5842,1704.597
"2020-08-20 13:30:30.5",135,13.3291,28.9118,1314.148,1590.859,1612.501,1706.182,948.2276,1727.228
"2020-08-20 13:30:31",136,13.32904,28.91214,1340.908,1620.142,1636.647,1727.207,960.2856,1753.07
"2020-08-20 13:30:31.5",137,13.32917,28.91257,1355.469,1634.65,1655.044,1746.876,967.2067,1766.299
"2020-08-20 13:30:32",138,13.32905,28.91272,1369.901,1650.31,1667.038,1760.442,973.2863,1772.234
"2020-08-20 13:30:32.5",139,13.3291,28.91312,1378.609,1657.279,1673.973,1765.062,976.6821,1786.045
"2020-08-20 13:30:33",140,13.32907,28.91354,1393.454,1666.904,1682.113,1776.968,981.6657,1794.218
"2020-08-20 13:30:33.5",141,13.32904,28.91382,1394.775,1674.535,1692.452,1786.176,986.444,1800.405
"2020-08-20 13:30:34",142,13.32906,28.91425,1406.299,1680.57,1698.474,1789.732,986.9718,1806.529
"2020-08-20 13:30:34.5",143,13.32913,28.91449,1411.358,1689.042,1707.349,1797.968,991.2911,1810.887
"2020-08-20 13:30:35",144,13.32905,28.91486,1421.949,1697.678,1716.179,1813.264,997.3137,1821.608
"2020-08-20 13:30:35.5",145,13.32906,28.91507,1428.952,1709.438,1723.99,1819.135,998.9221,1832.477
"2020-08-20 13:30:36",146,13.32917,28.91553,1436.157,1712.94,1726.836,1822.538,1000.175,1839.373
"2020-08-20 13:30:36.5",147,13.329,28.91568,1439.258,1720.158,1732.386,1826.901,1003.213,1835.672
"2020-08-20 13:30:37",148,13.32917,28.9162,1445.664,1717.102,1732.26,1825.744,1002.062,1839.288
"2020-08-20 13:30:37.5",149,13.32907,28.91641,1441.286,1715.352,1723.607,1818.411,998.1385,1825.935
"2020-08-20 13:30:38",150,13.32912,28.91669,1431.747,1701.005,1713.998,1808.836,994.4148,1818.974
"2020-08-20 13:30:38.5",151,13.32907,28.91711,1424.575,1693.696,1709.449,1802.924,989.3144,1810.695
"2020-08-20 13:30:39",152,13.32912,28.91757,1420.809,1690.739,1702.876,1799.004,989.9087,1811.009
"2020-08-20 13:30:39.5",153,13.32926,28.91785,1422.205,1689.201,1701.755,1796.151,988.8062,1808.979
"2020-08-20 13:30:40",154,13.32919,28.91809,1422.893,1693.583,1706.533,1800.586,988.2999,1807.502
"2020-08-20 13:30:40.5",155,13.32928,28.91852,1418.884,1687.823,1703.64,1798.604,989.2429,1809.004
"2020-08-20 13:30:41",156,13.32925,28.91891,1418.895,1692.789,1706.811,1801.509,990.0765,1811.476
"2020-08-20 13:30:41.5",157,13.32926,28.91913,1415.092,1692.949,1706.42,1800.569,990.4483,1813.669
"2020-08-20 13:30:42",158,13.34216,28.91943,1426.504,1697.44,1710.269,1805.323,991.6519,1815.903
"2020-08-20 13:30:42.5",159,13.34218,28.91995,1424.833,1704.643,1713.881,1808.026,993.1597,1819.856
"2020-08-20 13:30:43",160,13.3422,28.92035,1427.973,1703.745,1715.558,1808.901,993.601,1820.46
"2020-08-20 13:30:43.5",161,13.34253,28.92047,1430.481,1704.32,1718.021,1811.872,994.5232,1821.628
"2020-08-20 13:30:44",162,13.34236,28.9209,1433.195,1703.25,1716.401,1809.943,992.9131,1817.322
"2020-08-20 13:30:44.5",163,13.34419,28.92126,1432.274,1702.526,1715.964,1809.989,993.192,1818.258
"2020-08-20 13:30:45",164,13.34383,28.92166,1441.573,1705.712,1715.918,1809.364,993.225,1819.186
"2020-08-20 13:30:45.5",165,13.34392,28.92188,1442.566,1704.586,1715.369,1810.347,993.5307,1820.031
"2020-08-20 13:30:46",166,13.34353,28.92221,1450.785,1706.535,1715.501,1811.073,994.309,1822.719
"2020-08-20 13:30:46.5",167,13.34372,28.92245,1448.866,1709.526,1719.79,1812.825,994.6612,1822.407
"2020-08-20 13:30:47",168,13.34346,28.92291,1442.037,1707.439,1718.358,1814.671,995.0692,1824.701
"2020-08-20 13:30:47.5",169,13.34356,28.92337,1444.721,1710.211,1720.202,1814.756,994.8899,1823.52
"2020-08-20 13:30:48",170,13.34356,28.92374,1440.895,1706.909,1719.103,1812.203,992.8645,1819.773
"2020-08-20 13:30:48.5",171,13.34368,28.9238,1439.438,1705.54,1717.818,1813.452,994.0699,1821.941
"2020-08-20 13:30:49",172,13.34352,28.92432,1440.584,1707.923,1721.616,1815.992,995.3173,1824.683
"2020-08-20 13:30:49.5",173,13.34368,28.92471,1443.862,1709.224,1721.042,1816.453,995.7287,1826.399
"2020-08-20 13:30:50",174,13.34303,28.9249,1447.156,1711.11,1725.261,1819.07,996.6924,1828.478
"2020-08-20 13:30:50.5",175,13.3438,28.92548,1447.615,1711.998,1724.808,1820.325,997.0447,1830.442
"2020-08-20 13:30:51",176,13.34359,28.92572,1450.515,1714.276,1727.771,1822.867,998.6411,1833.871
"2020-08-20 13:30:51.5",177,13.34367,28.92606,1451.653,1717.712,1730.017,1825.023,998.8252,1833.404
"2020-08-20 13:30:52",178,13.34348,28.92664,1450.113,1718.045,1730.453,1827.475,999.8066,1834.377
"2020-08-20 13:30:52.5",179,13.34362,28.92679,1453.847,1718.922,1732.95,1828.885,1000.322,1835.249
"2020-08-20 13:30:53",180,13.34352,28.927,1455.187,1719.755,1731.301,1828.589,1000.572,1837.266
"2020-08-20 13:30:53.5",181,13.34374,28.92746,1452.982,1718.87,1733.046,1828.89,1000.818,1838.161
"2020-08-20 13:30:54",182,13.34368,28.92786,1454.168,1719.349,1731.803,1827.026,1000.143,1836.126
"2020-08-20 13:30:54.5",183,13.34364,28.92816,1452.874,1718.403,1731.75,1826.279,1000.011,1837.07
"2020-08-20 13:30:55",184,13.34359,28.92847,1453.148,1717.861,1730.987,1826.151,998.9528,1834.437
"2020-08-20 13:30:55.5",185,13.3436,28.92874,1450.461,1718.638,1728.528,1824.149,998.2738,1833.288
"2020-08-20 13:30:56",186,13.34358,28.92929,1449.46,1713.403,1727.225,1820.558,996.9817,1830.271
"2020-08-20 13:30:56.5",187,13.34379,28.9296,1450.865,1711.572,1726.678,1819.683,996.8383,1829.851
"2020-08-20 13:30:57",188,13.34359,28.93008,1448.827,1713.115,1725.443,1822.103,997.0023,1830.582
"2020-08-20 13:30:57.5",189,13.34365,28.93033,1447.257,1714.647,1727.742,1823.758,998.0059,1831.725
"2020-08-20 13:30:58",190,13.34353,28.93076,1449.765,1713.742,1725.553,1819.13,997.3981,1830.676
"2020-08-20 13:30:58.5",191,13.34374,28.93109,1448.054,1712.872,1727.131,1823.019,998.3317,1832.445
"2020-08-20 13:30:59",192,13.3437,28.93152,1454.332,1715.231,1725.705,1823.998,997.5746,1829.157
"2020-08-20 13:30:59.5",193,13.34366,28.93198,1453.259,1713.528,1727.806,1824.156,998.8519,1833.106
"2020-08-20 13:31:00",194,13.34299,28.93222,1454.165,1715.406,1726.64,1823.257,998.4106,1832.219
"2020-08-20 13:31:00.5",195,13.34386,28.93256,1451.764,1715.225,1726.778,1821.802,997.5583,1829.385
